transaction_id,amount,transaction_hour,customer_age,transactions_last_24h,avg_transaction_amount,distance_from_last_transaction,is_new_device,is_international,failed_attempts,merchant_risk,is_fraud
1851,574.66,15,22,6,427.49,99.69,0,0,2,5,0
1852,6472.46,3,59,4,147.8,0.03,0,0,0,1,0
1853,332.41,1,34,3,335.66,129.41,1,0,2,5,1
1854,2749.44,15,64,2,984.08,22.58,0,0,0,4,0
1855,2982.69,0,25,6,531.62,27.42,0,0,3,5,1
1856,560.81,2,57,8,892.11,4.46,0,0,2,2,0
1857,4413.69,22,57,5,223.34,105.01,0,0,1,5,0
1858,854.02,10,47,2,870.29,38.74,0,0,0,1,0
1859,1463.66,15,27,1,124.46,118.07,0,1,1,1,0
1860,1422.71,17,37,6,1242.77,75.89,0,0,2,5,1
1861,958.81,14,62,3,1986.74,114.13,0,0,0,5,1
1862,2467.12,8,33,1,218.21,148.07,1,1,0,4,0
1863,2424.76,11,58,2,420.93,108.54,0,0,1,2,0
1864,190.85,17,33,1,203.18,11.78,0,1,0,5,0
1865,4041.37,4,59,5,715.83,3.63,1,0,1,2,0
1866,207.99,23,20,3,751.68,48.41,0,1,0,1,0
1867,3079.57,7,40,2,228.06,8.42,0,0,2,4,0
1868,3383.63,2,39,4,418.57,99.43,0,0,0,5,1
1869,368.35,1,45,5,1573.86,147.31,0,0,2,3,0
1870,727.19,18,63,3,1038.06,6.46,1,1,1,3,0
1871,362.96,7,62,2,777.79,13.45,0,0,1,1,0
1872,884.55,1,53,6,1600.54,49.07,0,0,1,1,0
1873,805.9,18,21,0,2819.65,64.6,1,0,0,3,0
1874,2391.46,0,55,2,742.84,35.9,0,1,1,3,0
1875,4065.57,21,41,6,850.43,23.03,0,1,1,2,0
1876,4427.91,12,36,3,530.45,18.27,0,0,2,1,0
1877,625.05,22,28,4,762.34,54.83,0,0,1,3,0
1878,889.61,19,57,1,378.37,68.24,0,0,1,3,0
1879,203.68,16,63,4,172.66,17.04,0,0,0,4,0
1880,489.87,2,57,2,1260.2,19.73,0,0,0,3,0
1881,2878.0,8,63,1,1162.08,30.82,1,0,0,3,0
1882,5516.96,4,56,2,703.52,29.91,0,0,2,3,0
1883,319.15,5,35,3,735.91,92.47,0,1,1,5,0
1884,606.4,3,29,3,381.06,28.72,0,0,1,3,0
1885,1068.05,16,31,3,1741.12,191.77,1,0,1,1,0
1886,1451.22,20,64,4,251.67,18.62,0,0,1,5,0
1887,488.04,20,35,3,2052.92,59.02,0,0,2,5,0
1888,1675.83,20,61,4,1061.27,71.13,0,0,0,4,0
1889,682.77,15,59,3,840.21,49.77,0,0,0,5,0
1890,1080.9,15,29,1,880.89,22.87,0,0,2,3,0
1891,1893.69,21,57,1,1496.33,14.88,1,1,0,4,1
1892,1103.7,10,44,1,424.35,46.35,0,1,0,4,0
1893,708.83,1,23,4,1247.24,53.74,0,0,1,2,0
1894,982.78,16,41,3,483.29,14.89,0,0,1,5,0
1895,1003.89,14,68,7,964.96,20.51,0,0,1,4,0
1896,757.47,17,50,7,188.83,99.05,1,0,0,2,0
1897,846.58,9,62,4,387.66,83.17,0,0,0,4,0
1898,5424.32,5,33,4,2706.77,10.15,0,0,4,5,0
1899,1921.61,20,67,3,1930.32,135.42,0,0,3,5,1
1900,816.09,15,29,10,2487.69,49.45,0,0,0,1,0
1901,2201.63,4,48,3,1656.68,34.33,0,0,0,3,0
1902,785.39,11,54,4,400.49,11.21,0,0,0,3,0
1903,3544.4,5,30,2,442.44,65.5,0,0,2,3,1
1904,1587.07,13,25,5,1467.63,126.79,1,0,0,1,0
1905,985.06,22,55,2,1578.13,3.36,0,0,0,1,0
1906,1715.94,15,20,3,2015.93,36.78,0,0,1,2,0
1907,227.95,6,37,2,776.34,104.83,1,0,1,3,0
1908,355.4,1,21,3,631.53,152.38,0,0,4,2,1
1909,332.31,5,61,4,1731.97,3.74,0,0,2,2,0
1910,1265.15,8,62,2,195.96,78.28,0,0,1,4,0
1911,6201.3,6,19,5,581.08,16.52,1,0,0,3,0
1912,10211.81,1,68,3,541.25,38.99,0,0,1,1,0
1913,2075.69,18,53,3,546.35,76.56,1,0,0,2,0
1914,1809.57,7,40,4,1920.09,39.39,1,0,0,3,0
1915,181.08,10,62,4,1091.25,5.83,1,0,1,5,0
1916,637.35,3,36,4,734.25,44.65,0,0,2,3,0
1917,498.81,15,57,0,196.16,6.27,1,0,1,2,0
1918,589.43,17,25,2,268.45,21.34,0,1,2,5,0
1919,926.91,12,33,6,1269.26,40.85,0,0,1,3,0
1920,683.97,4,60,2,815.24,237.89,0,0,0,5,0
1921,151.52,1,35,4,1776.89,64.9,0,0,0,2,0
1922,2316.73,10,53,3,376.4,18.07,0,0,0,4,0
1923,375.12,0,41,4,688.39,104.6,0,0,0,3,1
1924,1393.04,12,18,3,581.63,12.82,1,0,1,4,1
1925,8726.18,4,18,2,1350.33,24.22,0,0,0,5,0
1926,437.3,17,63,2,3460.25,52.07,0,0,2,3,0
1927,87.33,13,53,1,424.09,26.43,0,0,2,1,0
1928,823.86,12,28,3,130.46,65.39,0,0,2,4,1
1929,3297.63,6,35,1,982.23,52.58,0,0,1,4,0
1930,7772.5,7,33,6,926.49,55.02,0,0,0,5,0
1931,320.68,17,34,1,155.56,27.26,0,0,2,2,0
1932,1802.08,6,41,0,302.03,2.84,0,0,2,1,0
1933,688.62,19,51,4,468.0,103.06,0,0,0,2,0
1934,986.39,16,21,1,1661.31,3.85,1,0,2,3,0
1935,15434.23,15,52,4,291.65,31.18,0,0,1,2,0
1936,243.97,10,32,1,536.8,17.97,0,0,0,4,0
1937,1413.38,18,19,3,137.68,17.57,1,0,0,1,1
1938,1750.56,0,68,3,982.19,12.85,0,0,1,3,0
1939,3247.97,20,48,2,246.2,15.85,0,0,1,3,0
1940,1209.53,7,26,4,3784.62,155.44,1,0,1,4,0
1941,1492.27,0,27,5,336.88,178.87,0,0,1,2,1
1942,741.26,8,42,1,1421.68,42.31,0,0,0,3,0
1943,1435.3,18,68,3,1021.35,37.19,0,0,0,3,0
1944,778.06,20,22,6,332.58,2.48,0,0,0,3,0
1945,2041.77,8,31,1,1616.52,81.41,0,0,0,1,0
1946,757.78,20,59,3,131.92,9.35,0,0,1,4,0
1947,1598.95,9,65,1,651.73,7.69,0,0,1,3,0
1948,1065.01,23,55,3,1170.01,27.59,0,1,1,1,0
1949,3381.42,22,57,4,548.4,21.35,0,0,0,1,0
1950,1041.7,10,19,4,266.33,5.08,1,0,0,5,0
1951,186.23,0,35,3,2353.78,8.0,0,0,0,3,0
1952,3873.53,19,46,3,600.64,243.57,1,0,1,5,0
1953,443.31,7,37,3,426.62,66.37,0,0,1,5,0
1954,570.34,19,25,1,274.74,45.63,0,0,0,1,0
1955,604.46,11,54,2,718.05,18.09,1,0,1,3,0
1956,4334.83,0,66,4,560.87,27.97,0,0,1,1,0
1957,129.58,9,65,2,527.52,49.44,1,1,0,2,0
1958,25279.49,3,43,5,2492.16,76.69,0,0,0,3,0
1959,3152.83,14,54,0,2456.22,146.32,1,0,0,2,0
1960,1370.92,18,66,3,812.51,6.54,0,0,1,2,0
1961,1038.06,5,21,2,1152.85,10.64,1,1,0,4,1
1962,1459.07,4,50,5,202.08,41.92,0,0,1,2,0
1963,1846.64,4,39,6,715.53,139.43,0,0,1,2,1
1964,2090.62,17,23,3,824.23,30.12,1,0,2,5,1
1965,1911.43,2,50,1,559.12,50.25,1,0,0,3,0
1966,1199.4,21,45,4,469.06,17.39,0,0,0,2,0
1967,900.24,1,41,1,353.74,83.5,0,0,0,5,0
1968,942.68,3,21,4,684.21,46.48,0,1,2,1,0
1969,902.43,17,19,1,1662.38,24.05,0,0,1,1,0
1970,3407.62,8,30,4,1898.47,39.11,0,0,2,3,0
1971,1985.36,18,63,1,665.13,59.33,0,0,2,2,0
1972,57.95,9,66,5,1560.72,12.01,0,0,0,4,0
1973,2113.08,21,28,2,315.36,20.89,0,0,1,4,1
1974,1332.4,14,52,5,1044.14,14.42,0,0,1,2,0
1975,1076.31,0,56,2,607.85,161.14,0,1,1,1,0
1976,743.58,10,27,3,385.46,2.2,0,0,2,1,0
1977,3374.87,13,60,2,3732.35,2.9,0,0,1,5,0
1978,2828.57,9,27,1,455.59,21.98,0,0,1,5,0
1979,506.3,18,25,7,496.68,38.61,0,0,1,4,0
1980,1647.56,23,22,4,460.47,19.94,0,0,2,5,0
1981,415.03,20,40,3,877.19,97.22,0,0,0,2,0
1982,275.99,15,51,6,1956.36,9.28,0,0,0,5,0
1983,585.98,7,64,1,264.85,22.68,0,0,0,3,0
1984,2597.73,1,49,3,974.04,33.47,0,0,3,4,0
1985,2844.45,22,33,5,878.54,11.29,0,0,3,1,0
1986,1831.86,6,21,3,183.39,17.13,1,1,0,5,0
1987,2264.47,18,45,3,1959.76,147.26,0,0,1,3,1
1988,1837.53,6,65,1,824.91,36.72,1,0,0,1,0
1989,577.39,14,61,4,1185.98,101.88,0,0,3,5,0
1990,1689.05,7,31,4,126.62,15.69,0,1,0,2,0
1991,2441.6,13,29,5,2146.26,47.39,0,0,1,4,0
1992,2331.56,0,38,2,3456.04,72.04,0,0,1,1,1
1993,3600.81,12,65,2,589.78,27.37,0,0,0,1,0
1994,2226.76,2,33,2,372.9,49.0,1,0,1,3,1
1995,1558.45,20,61,3,93.77,99.47,0,0,1,4,1
1996,3197.58,5,19,3,235.61,7.59,0,0,2,4,0
1997,1067.93,18,40,2,1299.08,21.91,0,0,0,3,0
1998,454.01,14,46,2,648.04,86.84,0,0,0,5,0
1999,931.63,3,63,2,197.61,13.13,1,1,0,3,1
2000,520.66,20,60,5,2253.56,40.61,0,0,0,1,0
2001,558.26,2,26,2,389.44,28.81,1,1,3,1,0
2002,949.07,3,24,3,203.68,54.67,0,1,1,2,0
2003,496.5,4,46,4,689.47,55.13,0,0,1,4,0
2004,805.96,17,61,2,1000.41,43.19,0,0,0,1,0
2005,165.07,9,34,1,227.77,146.67,1,0,0,1,1
2006,1357.36,7,26,5,523.15,9.64,0,1,1,4,0
2007,1097.96,11,23,4,2277.45,90.12,0,1,0,5,0
2008,484.4,21,61,4,225.02,33.61,0,0,2,4,0
2009,2120.16,2,37,3,880.64,54.21,1,0,1,1,1
2010,2800.55,17,27,3,516.15,15.99,0,0,1,4,1
2011,219.74,22,26,6,1021.66,4.97,0,0,1,5,1
2012,511.46,7,29,1,287.68,75.19,1,1,1,1,0
2013,508.19,0,50,5,801.91,14.5,1,0,1,5,1
2014,428.42,13,49,5,310.2,24.74,0,0,0,2,0
2015,2513.61,21,51,5,134.18,2.43,0,0,0,5,1
2016,903.41,22,36,6,215.2,52.52,0,0,1,1,1
2017,841.75,12,50,2,558.72,58.15,0,0,1,4,1
2018,147.84,11,65,3,801.99,115.97,0,1,0,5,0
2019,2070.24,2,33,6,1752.1,110.83,0,0,2,4,0
2020,317.58,17,67,1,885.84,61.06,0,0,0,1,0
2021,1164.37,20,67,2,2314.45,19.44,1,0,1,4,1
2022,1447.19,12,40,4,566.29,23.47,0,0,2,1,0
2023,4275.51,14,43,1,1034.26,24.04,0,0,1,1,0
2024,296.24,9,62,2,303.33,6.94,0,0,1,5,0
2025,53.54,0,61,3,855.38,147.14,1,0,1,2,1
2026,1317.97,5,58,0,493.39,85.23,1,0,0,3,0
2027,6637.64,8,54,3,452.07,7.85,1,0,1,5,0
2028,3785.55,9,26,2,703.96,146.37,0,0,0,2,1
2029,1352.43,14,47,0,213.91,92.65,0,0,2,5,0
2030,670.73,8,30,2,866.87,125.57,0,0,1,5,0
2031,2458.05,22,65,3,1168.74,16.82,1,0,2,1,0
2032,414.24,13,59,0,378.74,20.44,0,0,3,2,0
2033,1765.8,10,33,2,769.94,31.74,0,0,0,3,0
2034,1817.96,6,63,3,1808.26,12.69,0,0,0,4,0
2035,3165.95,23,19,1,1216.34,31.31,0,0,0,1,0
2036,17320.74,1,48,6,597.86,0.46,0,0,0,5,0
2037,1623.62,13,68,3,913.17,105.0,0,1,0,4,0
2038,659.21,5,60,1,2195.39,8.85,0,0,3,5,1
2039,1068.94,4,36,2,814.75,34.74,0,0,1,1,0
2040,186.97,4,28,4,1418.84,132.13,1,0,1,5,0
2041,547.46,18,31,1,1257.14,86.01,0,0,0,1,0
2042,728.3,18,64,5,717.63,74.83,0,0,0,5,0
2043,649.31,5,42,5,1867.09,46.5,0,0,0,4,0
2044,1277.11,9,24,1,296.08,28.66,0,0,0,1,0
2045,481.82,22,32,2,936.63,29.53,0,0,0,2,0
2046,3364.49,13,47,2,427.39,4.55,0,0,0,4,0
2047,1096.86,16,48,4,1358.05,3.35,0,0,3,1,0
2048,1086.48,2,41,2,655.83,92.72,0,0,0,1,0
2049,790.06,0,42,2,1427.81,26.27,0,1,1,2,0
2050,1280.74,9,25,3,1227.11,2.78,0,0,1,5,0
2051,2502.63,2,47,6,475.19,54.39,0,0,0,3,1
2052,460.76,4,53,2,1022.39,57.49,0,0,1,1,0
2053,567.86,18,67,3,959.08,12.9,1,1,0,4,1
2054,809.38,9,31,3,564.81,26.44,0,0,1,5,0
2055,285.47,15,46,3,1330.6,42.6,0,0,0,4,0
2056,483.35,0,44,3,609.23,45.35,0,0,0,1,0
2057,681.15,5,67,4,356.6,35.78,0,0,1,2,0
2058,2629.08,8,53,1,836.43,22.64,0,0,0,2,0
2059,1425.9,4,51,2,957.38,3.57,0,0,0,2,0
2060,1330.87,13,38,0,61.44,1.13,0,1,0,5,0
2061,2568.04,9,55,2,4528.38,30.77,0,0,1,2,0
2062,955.88,1,28,6,6402.54,11.34,0,0,2,5,0
2063,1620.46,4,50,4,341.11,139.43,0,1,0,1,1
2064,989.08,0,32,3,1088.49,51.14,0,1,0,1,0
2065,1429.9,9,29,4,282.99,44.04,0,0,0,3,0
2066,612.31,21,41,2,175.98,26.09,0,0,3,4,0
2067,95.7,8,67,0,460.8,19.99,0,0,0,1,0
2068,958.84,2,54,3,219.44,9.91,0,0,0,5,0
2069,4549.39,14,28,0,1019.74,3.1,0,0,1,5,0
2070,2768.93,3,36,2,1343.97,50.32,0,0,0,5,0
2071,2879.57,12,18,3,2720.2,75.53,0,0,1,2,0
2072,3774.91,5,34,3,690.83,97.51,0,0,0,4,0
2073,1198.3,19,57,3,1326.82,64.42,0,0,1,3,0
2074,1335.84,16,33,6,908.64,113.63,0,0,1,4,1
2075,591.31,22,43,2,837.45,203.16,0,0,1,4,0
2076,799.45,4,60,5,299.2,163.07,0,0,0,1,0
2077,2029.96,14,68,6,549.12,44.85,0,0,1,2,0
2078,3655.12,7,60,4,495.8,12.69,0,0,1,1,0
2079,953.9,4,32,3,1066.81,5.62,1,0,2,2,0
2080,699.11,23,25,3,123.25,255.18,1,0,0,3,0
2081,1097.21,12,47,2,1543.12,18.44,0,0,2,1,0
2082,2000.61,0,31,4,537.55,1.73,0,0,1,2,0
2083,258.82,0,50,6,390.29,24.8,0,0,0,2,0
2084,110.37,6,59,3,876.53,68.94,0,0,2,5,1
2085,632.36,21,24,3,652.84,110.73,0,0,0,1,0
2086,323.53,4,35,2,755.2,32.46,1,1,2,2,0
2087,659.75,13,29,6,1894.6,17.41,1,0,0,5,1
2088,945.98,14,19,2,158.8,75.35,0,0,0,5,0
2089,696.98,20,67,3,218.65,35.04,0,0,1,5,1
2090,4686.62,16,46,3,427.09,4.5,0,1,0,1,1
2091,1520.42,23,38,1,2035.42,109.35,0,0,1,3,0
2092,1481.0,17,24,1,1252.01,53.33,0,0,0,4,0
2093,2043.07,6,69,2,602.55,1.88,0,0,0,5,0
2094,351.13,21,44,1,1079.48,0.45,0,1,0,1,0
2095,3099.86,17,29,5,1302.32,4.59,0,0,0,2,0
2096,1016.62,18,37,0,1006.71,86.29,0,0,1,2,0
2097,2144.11,19,31,3,1583.38,32.82,0,1,1,4,1
2098,375.46,6,27,5,765.36,20.42,0,0,1,1,0
2099,231.88,7,58,2,984.48,14.34,0,0,2,2,0
2100,2484.66,12,40,3,989.04,35.35,0,0,1,4,0
2101,1597.84,17,47,4,479.05,4.33,0,0,2,5,0
2102,444.94,23,64,3,597.54,48.01,0,0,0,4,0
2103,459.59,10,48,2,999.07,23.94,0,0,1,3,0
2104,3379.34,8,69,4,304.67,97.75,1,0,0,5,1
2105,333.82,22,27,1,372.53,70.21,1,0,1,2,0
2106,5668.46,0,36,1,539.59,0.93,0,0,0,4,0
2107,445.58,21,36,4,694.63,9.11,0,1,1,1,0
2108,2076.4,7,61,2,654.77,32.13,0,0,2,1,0
2109,789.49,20,40,4,655.97,53.75,0,0,0,2,0
2110,2004.58,11,61,2,740.79,62.79,0,0,1,5,0
2111,636.44,1,58,1,551.54,84.71,0,0,0,4,0
2112,931.88,14,49,3,385.25,2.52,1,0,0,3,0
2113,1142.44,20,37,2,684.62,0.93,0,0,0,5,0
2114,402.55,23,21,2,1108.79,45.88,1,1,2,3,1
2115,2300.37,17,50,4,1324.06,64.34,0,0,2,4,1
2116,656.41,16,65,6,135.31,77.25,0,0,1,1,0
2117,872.53,14,18,4,300.9,8.46,0,1,0,1,0
2118,405.71,19,30,3,1415.11,173.26,0,0,0,1,0
2119,84.58,19,20,3,531.84,13.03,1,0,2,1,0
2120,905.94,8,29,3,153.23,14.41,0,0,0,2,0
2121,12241.85,2,46,1,1767.55,8.38,0,0,0,5,0
2122,2403.31,19,48,0,1487.39,2.21,0,0,0,4,0
2123,1075.71,18,58,2,258.2,82.96,0,1,1,5,0
2124,843.12,17,53,1,260.36,0.28,0,0,1,2,0
2125,1121.55,19,19,3,7228.32,31.16,0,0,1,1,0
2126,1895.27,7,39,1,319.37,4.82,1,1,1,5,0
2127,336.7,0,39,6,1760.59,2.29,0,0,0,2,0
2128,3341.99,23,58,2,2288.34,136.41,0,0,0,4,0
2129,2242.58,23,48,3,208.17,87.26,0,0,1,5,0
2130,2248.88,14,69,3,320.83,25.12,0,0,0,3,1
2131,1700.16,18,62,0,1518.08,30.68,0,1,3,5,1
2132,1118.36,9,31,3,223.61,101.29,1,0,0,2,1
2133,2149.22,11,46,3,282.31,79.69,0,0,1,3,0
2134,1981.91,5,52,2,568.68,58.82,0,1,0,1,0
2135,769.67,12,67,3,601.77,38.45,0,0,1,3,0
2136,617.94,3,26,1,1591.65,46.8,0,0,0,1,0
2137,1214.22,12,64,3,1043.56,24.99,1,0,2,1,0
2138,5161.69,16,49,3,784.67,37.55,0,0,1,1,0
2139,317.63,0,44,7,591.22,38.79,0,1,0,2,0
2140,252.77,4,27,0,287.01,100.06,0,0,2,5,0
2141,1293.05,23,42,6,1759.89,12.34,0,0,0,1,0
2142,1153.88,16,66,4,743.45,14.16,0,0,1,2,0
2143,1304.2,17,62,4,1123.81,11.85,0,0,3,5,0
2144,1399.62,6,50,3,793.92,43.28,0,0,1,1,0
2145,877.26,15,28,7,727.79,59.4,0,0,1,1,0
2146,4865.2,7,54,3,722.84,13.62,0,0,0,1,1
2147,221.21,11,26,2,667.33,56.5,0,0,1,3,0
2148,478.91,13,24,6,593.98,49.46,0,0,2,2,0
2149,989.05,18,24,2,411.91,19.36,0,0,0,1,0
2150,212.05,10,51,2,1017.72,13.06,1,0,1,4,0
2151,919.79,11,36,5,1635.14,106.77,0,0,0,5,0
2152,5776.02,12,37,2,806.29,42.16,0,0,1,1,0
2153,1119.78,7,67,1,2401.45,60.85,0,0,0,4,0
2154,1381.19,0,59,5,460.32,129.74,1,0,2,5,0
2155,311.01,8,42,0,3705.21,11.5,0,1,1,1,1
2156,592.08,1,22,3,948.11,21.58,0,0,2,1,0
2157,753.56,13,65,1,72.41,28.5,0,0,0,5,0
2158,798.14,12,46,3,3070.93,13.26,0,0,0,1,0
2159,3950.68,15,44,3,310.68,91.76,0,0,0,4,0
2160,1915.42,1,42,3,786.26,4.35,0,0,1,5,0
2161,360.88,3,54,2,1001.11,13.67,0,0,0,2,0
2162,1403.19,11,32,5,703.03,10.6,1,0,0,1,0
2163,1804.83,15,65,6,607.69,153.3,0,1,0,4,0
2164,3429.43,9,21,5,398.22,49.36,0,1,0,5,1
2165,5326.98,2,31,2,441.29,62.98,0,0,2,2,1
2166,397.39,3,66,2,1721.24,5.74,0,0,1,4,0
2167,487.43,5,34,7,294.86,10.78,0,0,2,4,1
2168,311.82,22,38,3,694.29,83.01,1,1,1,3,1
2169,867.82,4,33,4,1173.69,41.94,0,0,0,2,1
2170,1748.23,17,43,2,286.12,2.31,0,0,0,5,0
2171,2943.44,2,26,2,966.55,41.7,0,1,2,5,0
2172,1016.43,9,19,2,1538.4,32.25,0,0,1,1,0
2173,796.44,10,60,7,882.16,8.34,0,0,0,1,0
2174,1276.35,18,32,0,1636.7,44.94,0,0,1,5,0
2175,475.73,13,52,8,643.51,9.55,0,0,2,5,0
2176,8862.1,20,41,5,337.7,83.42,0,0,1,2,1
2177,219.72,10,65,4,588.51,48.18,1,0,0,5,0
2178,1319.15,20,68,6,223.24,102.52,1,0,3,4,1
2179,8296.64,3,55,2,4450.23,27.64,0,0,0,4,1
2180,1104.12,23,31,5,660.87,35.86,0,0,0,4,1
2181,906.84,21,54,3,147.6,71.48,0,0,1,3,0
2182,767.05,5,54,2,394.9,39.51,0,0,2,2,0
2183,915.63,16,23,6,566.49,42.43,0,0,2,5,0
2184,4327.95,21,35,5,239.2,40.3,0,0,0,1,0
2185,120.08,18,39,5,236.9,33.8,1,0,0,3,0
2186,5081.87,12,35,3,505.07,81.92,0,1,3,2,0
2187,264.02,21,68,3,1025.13,33.2,0,0,2,1,0
2188,839.95,9,19,3,1422.1,115.53,0,0,1,4,1
2189,713.91,10,49,4,1623.83,82.67,0,0,1,3,0
2190,1975.45,5,34,3,415.14,58.95,0,0,1,2,0
2191,221.82,1,18,2,78.27,114.46,0,0,0,4,0
2192,1740.93,0,26,2,2759.35,38.51,0,0,1,2,0
2193,8302.48,10,30,1,558.9,86.25,0,0,2,1,0
2194,280.57,15,53,1,468.93,13.84,0,0,1,4,1
2195,1325.71,2,54,3,1793.61,3.79,0,1,0,5,1
2196,565.67,4,47,5,518.24,57.76,0,0,0,5,0
2197,1678.89,14,48,2,984.94,17.95,1,0,0,5,0
2198,1117.83,14,40,3,809.84,50.34,0,0,1,4,0
2199,577.39,3,67,5,247.19,4.03,0,0,2,2,0
2200,1786.25,22,45,2,278.73,155.78,0,0,2,5,1
2201,6663.15,3,27,2,556.93,36.19,1,0,2,5,0
2202,906.05,7,42,3,656.37,0.48,0,0,2,3,0
2203,2252.41,6,53,3,404.5,32.32,0,0,0,4,1
2204,300.88,16,43,1,401.62,77.97,0,0,0,3,0
2205,421.39,14,43,5,627.94,100.21,0,0,1,1,0
2206,1758.83,4,62,5,378.79,30.93,1,0,0,3,0
2207,4837.32,12,30,1,1358.28,6.73,0,1,0,4,0
2208,1564.96,3,34,4,847.0,118.31,0,0,2,3,0
2209,801.87,21,57,5,436.16,198.62,0,0,1,5,0
2210,1095.86,16,21,3,1065.21,3.26,0,0,1,3,0
2211,314.06,21,40,1,1927.66,4.06,1,0,1,5,0
2212,2007.24,16,52,5,766.67,41.69,0,0,3,1,1
2213,2650.05,13,28,5,209.28,38.17,0,0,1,3,0
2214,697.78,13,29,4,2340.52,44.42,0,1,1,4,0
2215,685.37,16,26,3,2528.78,19.07,0,1,0,3,0
2216,1430.64,7,32,3,1793.38,2.58,0,1,1,1,0
2217,708.59,1,62,3,1101.24,43.42,0,1,1,3,1
2218,1026.46,12,54,2,998.13,8.21,0,0,1,5,0
2219,8952.8,21,22,2,745.5,20.87,0,0,3,2,0
2220,856.6,15,36,4,718.63,43.67,1,0,3,4,0
2221,766.37,15,28,1,262.54,11.69,0,0,2,1,0
2222,573.9,5,26,2,266.91,39.09,0,1,1,4,0
2223,2308.13,21,52,3,329.09,62.71,1,0,0,3,0
2224,914.86,23,67,0,133.37,3.4,0,1,0,5,0
2225,572.85,3,44,2,245.18,48.31,0,0,1,2,0
2226,4110.52,2,30,2,662.1,35.61,1,0,1,2,1
2227,4535.1,5,29,2,111.33,5.13,0,0,0,5,1
2228,601.59,3,26,4,310.53,61.27,0,1,0,3,0
2229,169.6,17,59,3,552.68,18.62,0,1,1,5,1
2230,3003.44,5,45,1,360.42,10.06,0,0,0,4,0
2231,553.01,4,30,5,508.8,16.6,0,1,1,4,0
2232,2417.83,8,37,4,835.81,39.5,0,0,0,3,0
2233,152.92,10,69,5,1434.86,43.38,0,0,2,5,0
2234,2677.39,5,30,3,368.77,9.3,0,0,1,5,1
2235,326.63,15,44,3,521.15,137.94,0,0,2,1,0
2236,2277.34,18,43,2,113.38,19.95,0,0,0,2,0
2237,1112.4,10,46,2,1068.81,15.62,0,0,0,1,0
2238,422.45,20,46,3,333.73,10.33,0,0,3,3,0
2239,729.94,14,39,1,875.1,6.42,0,0,1,2,0
2240,2178.34,23,26,2,516.93,201.1,1,0,1,3,0
2241,1219.13,8,41,7,3965.56,56.15,0,1,0,5,0
2242,1967.29,23,59,2,2876.81,77.33,0,0,0,1,0
2243,7914.41,18,36,3,1099.81,25.67,0,0,1,3,0
2244,229.47,18,55,3,935.9,26.77,0,0,2,1,0
2245,5525.96,23,48,4,815.53,216.73,0,0,1,5,0
2246,1217.26,8,56,3,460.32,11.2,0,1,0,3,0
2247,446.4,22,32,3,358.53,19.8,0,1,0,5,1
2248,289.94,3,49,5,313.35,10.86,0,0,1,3,0
2249,907.67,9,68,1,400.7,16.61,0,0,1,5,0
2250,2756.32,8,63,2,930.7,54.47,0,0,2,2,0
2251,965.31,18,65,2,549.6,18.47,0,0,0,2,0
2252,4969.9,14,63,4,129.52,104.18,1,0,0,3,0
2253,256.94,18,46,1,5178.31,2.49,1,0,0,3,0
2254,1083.46,1,69,2,583.68,21.9,0,0,1,2,0
2255,313.44,9,51,1,3713.81,98.56,0,0,0,3,0
2256,1577.56,18,26,3,482.11,48.56,0,0,0,1,0
2257,2662.14,16,52,2,546.19,73.69,0,0,1,4,0
2258,719.99,19,23,1,1396.91,19.55,0,0,1,4,0
2259,81.11,23,54,4,523.62,23.05,1,0,1,2,0
2260,1338.02,20,31,4,917.29,109.57,0,0,0,1,0
2261,1697.21,1,64,1,511.22,69.23,0,0,0,4,1
2262,1643.03,18,67,0,453.78,24.25,0,1,1,5,0
2263,3773.59,16,66,1,2273.6,12.13,0,1,0,1,0
2264,375.76,17,26,2,253.36,5.62,0,0,2,1,0
2265,2165.09,16,36,2,442.2,98.96,0,1,0,2,0
2266,3613.77,1,40,3,2866.24,59.81,0,0,0,4,1
2267,185.2,18,58,3,511.04,46.74,0,0,1,5,0
2268,1509.68,0,45,4,205.02,74.94,0,0,0,3,1
2269,662.37,10,33,3,1087.77,123.25,0,0,1,3,1
2270,1010.78,9,43,2,646.5,71.69,0,0,0,2,0
2271,1552.58,4,55,2,953.0,27.29,0,0,2,1,0
2272,673.69,15,57,3,701.01,9.71,0,1,2,5,0
2273,557.96,23,42,3,274.73,62.56,0,1,0,3,0
2274,1134.73,4,52,7,805.18,14.17,1,0,0,3,0
2275,369.72,23,22,2,1832.78,76.3,0,0,0,2,0
2276,370.25,22,24,2,445.45,20.68,0,0,1,1,0
2277,2163.26,11,40,4,327.47,8.53,0,0,2,3,0
2278,347.65,3,42,2,578.97,14.69,1,0,0,5,0
2279,2135.19,22,18,5,562.67,15.51,0,0,1,3,0
2280,1741.66,5,39,3,514.39,23.81,1,0,1,2,0
2281,195.23,18,21,4,1786.88,14.87,1,0,1,4,0
2282,556.93,8,45,2,807.45,12.78,0,0,0,3,0
2283,3619.57,11,65,4,2504.74,24.86,0,0,1,2,0
2284,411.1,14,31,2,797.64,101.29,0,0,0,3,0
2285,689.24,15,50,3,887.7,3.65,0,1,1,1,0
2286,1740.73,12,21,3,3803.71,17.57,0,0,0,2,0
2287,2400.4,20,59,3,875.2,41.31,0,0,0,4,0
